,GeoFips,MSA,Latitude,Longitude
575,15260,Brunswick GA Metro Area,31.305534515,-81.5871739005
577,17620,Coamo PR Micro Area,18.0973046656,-66.36016992100001
578,17820,Colorado Springs CO Metro Area,38.8425071308,-104.657932799
580,18900,Crossville TN Micro Area,35.9503879058,-84.9983515819
581,35020,Natchez MS-LA Micro Area,31.4604900077,-91.5268894984
583,35860,North Vernon IN Micro Area,38.9969300555,-85.6280646001
584,36260,Ogden-Clearfield UT Metro Area,41.4326933198,-112.815826836
585,37100,Oxnard-Thousand Oaks-Ventura CA Metro Area,34.3575285178,-119.126027194
587,37460,Panama City FL Metro Area,30.1001161441,-85.4772896201
588,37580,Paris TX Micro Area,33.6672620542,-95.5712007165
589,37620,Parkersburg-Vienna WV Metro Area,39.1388038906,-81.4627090917
590,39060,Pottsville PA Micro Area,40.7058005708,-76.2159548591
592,10140,Aberdeen WA Micro Area,47.1444087084,-123.828620067
593,10620,Albemarle NC Micro Area,35.3119550622,-80.2509863077
594,10860,Alice TX Micro Area,27.7313380442,-98.08988629379999
595,11580,Arcadia FL Micro Area,27.1863023348,-81.8094429515
596,19780,Des Moines-West Des Moines IA Metro Area,41.547825520399996,-93.9404446317
598,20460,Durant OK Micro Area,33.9622987137,-96.25974780840001
599,32140,Marshall MN Micro Area,44.4134915893,-95.8389749015
602,13100,Beatrice NE Micro Area,40.2619297023,-96.6894414425
603,13780,Binghamton NY Metro Area,42.1644736222,-76.0251326671
607,14660,Brainerd MN Micro Area,46.7991359925,-94.2433985125
608,14700,Branson MO Micro Area,36.6952798557,-93.22353331059999
609,14820,Brevard NC Micro Area,35.2021567409,-82.7982776458
610,15100,Brookings SD Micro Area,44.3696795783,-96.7904210545
611,15540,Burlington-South Burlington VT Metro Area,44.6872265007,-73.0307813715
613,17500,Clewiston FL Micro Area,26.5534898513,-81.1659012496
615,18300,Coos Bay OR Micro Area,43.1851621531,-124.093318775
617,19500,Decatur IL Metro Area,39.8600027881,-88.9615519316
618,10760,Alexander City AL Micro Area,32.8624049426,-85.7975022448
621,40220,Roanoke VA Metro Area,37.2860890148,-79.9465626187
622,40460,Rockingham NC Micro Area,35.006048354499995,-79.7477780226
623,40780,Russellville AR Micro Area,35.2109473753,-93.2347093958
628,42780,Selinsgrove PA Micro Area,40.7698402431,-77.0701686692
629,43660,Snyder TX Micro Area,32.7463149294,-100.91640707799999
630,44020,Spirit Lake IA Micro Area,43.3779847631,-95.1508300608
632,45580,Thomaston GA Micro Area,32.8812700424,-84.2993435146
633,45900,Traverse City MI Micro Area,44.9414202845,-85.90575712489999
636,47460,Walla Walla WA Metro Area,46.2570644433,-118.248836232
637,47920,Washington Court House OH Micro Area,39.5598830033,-83.45609727850001
638,48180,Waycross GA Micro Area,31.1375251577,-82.36568076489999
639,48540,Wheeling WV-OH Metro Area,39.974756085799996,-80.84132871930001
640,49780,Zanesville OH Micro Area,39.965421851500004,-81.9443826612
642,49220,Wisconsin Rapids-Marshfield WI Micro Area,44.4553311724,-90.04154899790001
645,23060,Fort Wayne IN Metro Area,41.0053999063,-85.2167741526
646,24100,Gloversville NY Micro Area,43.1138468547,-74.4221748142
647,24380,Grants NM Micro Area,34.912577985700004,-107.999724325
649,26020,Hobbs NM Micro Area,32.7921493696,-103.41247821200001
650,26220,Hood River OR Micro Area,45.519027925399996,-121.65109139299999
652,27100,Jackson MI Metro Area,42.248487398099996,-84.423437303
654,28660,Killeen-Temple TX Metro Area,31.2080935342,-97.787697954
655,28820,Kinston NC Micro Area,35.2387731611,-77.6412486292
656,29100,La Crosse-Onalaska WI-MN Metro Area,43.7792671207,-91.3196437946
658,29780,Las Vegas NM Micro Area,35.4805846789,-104.815897957
659,29900,Laurinburg NC Micro Area,34.8408848102,-79.4804292418
660,30260,Lewisburg PA Micro Area,40.9629715404,-77.0622692258
661,30380,Lewistown PA Micro Area,40.610413019,-77.6170419931
662,34660,Murray KY Micro Area,36.6211012817,-88.272201119
663,35980,Norwich-New London CT Metro Area,41.4667862464,-72.1065129033
664,36380,Okeechobee FL Micro Area,27.386303613200003,-80.88858501119999
668,38380,Plainview TX Micro Area,34.07051251,-101.826881301
671,10500,Albany GA Metro Area,31.5895065864,-84.1738861014
672,19660,Deltona-Daytona Beach-Ormond Beach FL Metro Area,29.17994438,-81.1898408111
674,20420,Durango CO Micro Area,37.2865819568,-107.843270689
676,30860,Logan UT-ID Metro Area,41.889570911,-111.768977421
678,31180,Lubbock TX Metro Area,33.468525426,-101.644675265
679,31340,Lynchburg VA Metro Area,37.3650188976,-79.2197429445
681,31740,Manhattan KS Metro Area,39.344458255999996,-96.5069443956
682,31820,Manitowoc WI Micro Area,44.1106884492,-87.51237129389999
683,31940,Marinette WI-MI Micro Area,45.4317514337,-87.7736409516
689,13220,Beckley WV Metro Area,37.9062336333,-81.1609036601
690,13620,Berlin NH-VT Micro Area,44.699854975,-71.42157884470001
691,13700,Big Spring TX Micro Area,32.088705271900004,-101.47798014899999
692,14020,Bloomington IN Metro Area,39.234712241,-86.67594057129999
694,15380,Buffalo-Cheektowaga-Niagara Falls NY Metro Area,43.037867797,-78.7753844012
695,15620,Cadillac MI Micro Area,44.3378442907,-85.3368707417
696,15680,California-Lexington Park MD Metro Area,38.2158610066,-76.52905921680001
698,16940,Cheyenne WY Metro Area,41.3070676867,-104.689620568
700,17020,Chico CA Metro Area,39.6669293633,-121.600671735
702,17300,Clarksville TN-KY Metro Area,36.7468511788,-87.56253495860001
703,17860,Columbia MO Metro Area,38.9906151268,-92.3096802505
705,19260,Danville VA Micro Area,36.8111451592,-79.3976177263
706,33300,Milledgeville GA Micro Area,33.1982017818,-83.0900573001
709,20900,El Campo TX Micro Area,29.277861645500003,-96.22210423940001
710,21140,Elkhart-Goshen IN Metro Area,41.597384486399996,-85.8587552833
711,21660,Eugene OR Metro Area,43.9416929041,-122.876213921
713,24220,Grand Forks ND-MN Metro Area,47.835963533500006,-96.8444046277
714,25200,Hailey ID Micro Area,43.3237280271,-114.19924127200001
715,25840,Hermiston-Pendleton OR Micro Area,45.525010047799995,-119.064894522
717,27020,Iron Mountain MI-WI Micro Area,45.9465764753,-88.07599643799999
718,27460,Jamestown-Dunkirk-Fredonia NY Micro Area,42.3029409617,-79.40575763470001
719,27540,Jasper IN Micro Area,38.3794396771,-87.03463981620001
720,27780,Johnstown PA Metro Area,40.495294011999995,-78.7137032852
721,28540,Ketchikan AK Micro Area,55.4885148595,-131.030510343
723,28860,Kirksville MO Micro Area,40.2890397229,-92.5726313956
724,11940,Athens TN Micro Area,35.4247444764,-84.6174748904
727,41140,St. Joseph MO-KS Metro Area,39.834094054299996,-94.7838404748
728,41500,Salinas CA Metro Area,36.2397743988,-121.30890155799999
730,41740,San Diego-Carlsbad CA Metro Area,33.0282031989,-116.770207445
734,42380,Sayre PA Micro Area,41.7886677148,-76.515452546
735,43500,Silver City NM Micro Area,32.7390025581,-108.38245576899999
736,43580,Sioux City IA-NE-SD Metro Area,42.5787516167,-96.372129715
737,44060,Spokane-Spokane Valley WA Metro Area,48.1937672704,-117.571753931
738,44140,Springfield MA Metro Area,42.2300693745,-72.6465314302
739,45140,Tahlequah OK Micro Area,35.906625849899996,-94.9996644117
740,46180,Tupelo MS Micro Area,34.2647141477,-88.68462764870002
742,46220,Tuscaloosa AL Metro Area,33.168055985900004,-87.7218595974
747,35700,Nogales AZ Micro Area,31.5260009758,-110.84657115899999
748,36500,Olympia-Tumwater WA Metro Area,46.9296274332,-122.83229180200001
751,37940,Peru IN Micro Area,40.76950401,-86.0450230749
753,38100,Picayune MS Micro Area,30.7687106381,-89.58974949629999
754,38180,Pierre SD Micro Area,44.502958975,-100.370038509
755,38820,Port Angeles WA Micro Area,48.110433950600004,-123.934297591
756,39500,Quincy IL-MO Micro Area,40.0282280398,-91.38592670979999
757,10260,Adjuntas PR Micro Area,18.1797326634,-66.7539566203
758,10900,Allentown-Bethlehem-Easton PA-NJ Metro Area,40.7893508673,-75.4038440163
759,11620,Ardmore OK Micro Area,34.2508639653,-97.2857872878
760,11680,Arkansas City-Winfield KS Micro Area,37.2377526609,-96.83748917690001
763,20180,DuBois PA Micro Area,41.000191854099995,-78.4741251108
764,20220,Dubuque IA Metro Area,42.4688224329,-90.88252185030001
766,30980,Longview TX Metro Area,32.3716586164,-94.82943592139999
769,31260,Lufkin TX Micro Area,31.254764582800004,-94.6118485449
772,31500,Madison IN Micro Area,38.7858226618,-85.438572883
773,31660,Malone NY Micro Area,44.5929338425,-74.30376219680001
775,31930,Marietta OH Micro Area,39.4553161933,-81.4952544284
777,40080,Richmond-Berea KY Micro Area,37.572265557600005,-84.29380767890001
781,41420,Salem OR Metro Area,44.9034000267,-122.903450637
787,43940,Spearfish SD Micro Area,44.3586271814,-103.792224516
789,44980,Sunbury PA Micro Area,40.851990777,-76.70932162449999
790,45980,Troy AL Micro Area,31.8027084904,-85.9409081483
791,46060,Tucson AZ Metro Area,32.0973866503,-111.78993020200001
792,46820,Vermillion SD Micro Area,42.9145712998,-96.9756376238
795,48580,Whitewater-Elkhorn WI Micro Area,42.668486988299996,-88.5419034602
797,33100,Miami-Fort Lauderdale-West Palm Beach FL Metro Area,26.131060654000002,-80.4652030128
798,33340,Milwaukee-Waukesha-West Allis WI Metro Area,43.1803975128,-87.79696268020001
800,34500,Mount Vernon IL Micro Area,38.3005146319,-88.9240246744
801,20740,Eau Claire WI Metro Area,44.93880041560001,-91.28220957959999
802,21420,Enid OK Metro Area,36.3790587217,-97.7827232474
803,22020,Fargo ND-MN Metro Area,46.9178157096,-96.9655108808
805,22820,Fort Morgan CO Micro Area,40.262744378600004,-103.809822239
807,24340,Grand Rapids-Wyoming MI Metro Area,42.9834786375,-85.8116867902
812,27600,Jefferson GA Micro Area,34.133882743899996,-83.56634803760001
814,28620,Kill Devil Hills NC Micro Area,35.7221279126,-75.8209511532
815,29340,Lake Charles LA Metro Area,29.9852474352,-93.2564571523
816,11980,Athens TX Micro Area,32.2119000328,-95.8535778831
822,15700,Cambridge MD Micro Area,38.4226080424,-76.0833253138
823,15940,Canton-Massillon OH Metro Area,40.718660811199996,-81.2534919215
827,26260,Hope AR Micro Area,33.7028069442,-93.50385613690001
828,39660,Rapid City SD Metro Area,44.191488291999995,-102.899907056
829,39900,Reno NV Metro Area,40.6189992291,-119.659146326
830,39940,Rexburg ID Micro Area,44.1404803871,-111.517150053
833,40420,Rockford IL Metro Area,42.3316209819,-89.04208015280001
834,40900,Sacramento--Roseville--Arden-Arcade CA Metro Area,38.7804626705,-120.99764158200001
836,40940,Safford AZ Micro Area,32.9327157636,-109.88743794
842,42900,Seneca Falls NY Micro Area,42.781081385,-76.8237785954
847,46460,Union City TN-KY Micro Area,36.415799366,-89.1602036298
848,47080,Vidalia GA Micro Area,32.1422521885,-82.4122072957
849,47660,Warrensburg MO Micro Area,38.7440854854,-93.80636749370001
856,12100,Atlantic City-Hammonton NJ Metro Area,39.4688295112,-74.6337304316
861,13460,Bend-Redmond OR Metro Area,43.915009800600004,-121.228141798
862,13720,Big Stone Gap VA Micro Area,37.0421323307,-82.5001017196
865,16260,Cedar City UT Micro Area,37.859193132899996,-113.28946584
866,16500,Centralia WA Micro Area,46.5777681771,-122.392638349
868,17340,Clearlake CA Micro Area,39.0996453402,-122.753183916
869,18260,Cookeville TN Micro Area,36.2780082918,-85.4664823243
870,18700,Corvallis OR Metro Area,44.4917990421,-123.429249066
872,19380,Dayton OH Metro Area,39.8294615146,-84.1419386976
873,41260,St. Marys PA Micro Area,41.4252272842,-78.64908626
875,35500,Newton IA Micro Area,41.6860388529,-93.0537645398
876,35580,New Ulm MN Micro Area,44.24213768640001,-94.7275818569
878,36620,Ontario OR-ID Micro Area,43.2261615213,-117.588443769
880,37060,Oxford MS Micro Area,34.356757808000005,-89.4849192699
882,37660,Parsons KS Micro Area,37.191327347800005,-95.297576145
886,38660,Ponce PR Metro Area,18.0133969105,-66.68018267720001
887,38920,Port Lavaca TX Micro Area,28.439109268600003,-96.6150736733
895,31700,Manchester-Nashua NH Metro Area,42.9152915059,-71.716082466
896,32380,Mason City IA Micro Area,43.20360310189999,-93.2608304115
897,32620,McComb MS Micro Area,31.1745803682,-90.6605196023
899,33020,Mexico MO Micro Area,39.2157556331,-91.84158588
902,34540,Mount Vernon OH Micro Area,40.3987652449,-82.4215337501
903,20700,East Stroudsburg PA Metro Area,41.0580656263,-75.33951545869999
904,21180,Elkins WV Micro Area,38.774723123200005,-79.8757955735
905,22860,Fort Polk South LA Micro Area,31.1082936995,-93.1841466986
906,23660,Galesburg IL Micro Area,40.9318447024,-90.21324518879999
910,25580,Hastings NE Micro Area,40.5244687104,-98.5012089611
911,25720,Heber UT Micro Area,40.3307738019,-111.16818403200001
915,27700,Jesup GA Micro Area,31.551433678800002,-81.9167587358
917,30220,Levelland TX Micro Area,33.6076426854,-102.34319718399999
919,13340,Bellefontaine OH Micro Area,40.3884529806,-83.7658717618
920,15060,Brookings OR Micro Area,42.4665806561,-124.215220683
924,16380,Celina OH Micro Area,40.540011364899996,-84.62936034229999
929,17260,Clarksdale MS Micro Area,34.229165593299996,-90.6026870163
933,18380,Cordele GA Micro Area,31.9229299181,-83.768102221
937,21340,El Paso TX Metro Area,31.513082753800003,-105.541046871
938,23500,Gaffney SC Micro Area,35.04819981,-81.6204286776
939,24500,Great Falls MT Metro Area,47.307954448400004,-111.347045865
943,26820,Idaho Falls ID Metro Area,43.622505474499995,-112.42787441899999
945,27420,Jamestown ND Micro Area,46.9792467534,-98.9588282692
946,28060,Kalispell MT Micro Area,48.2951265514,-114.049673744
947,29380,Lake City FL Micro Area,30.2242402246,-82.6215389556
950,37020,Owosso MI Micro Area,42.9537338684,-84.1467311037
953,39140,Prescott AZ Metro Area,34.599881432,-112.55386387
954,38840,Port Clinton OH Micro Area,41.5939007095,-83.019977892
956,39380,Pueblo CO Metro Area,38.173420237399995,-104.512845556
959,20300,Dumas TX Micro Area,35.837687252600006,-101.89292281
960,30660,Lincoln IL Micro Area,40.1245520119,-89.36754097069999
962,31460,Madera CA Metro Area,37.2180440575,-119.762644507
963,39700,Raymondville TX Micro Area,26.477005935500003,-97.5918256095
967,41460,Salina KS Micro Area,38.9585968714,-97.65007355430001
972,44920,Summit Park UT Micro Area,40.8681663764,-110.955893455
973,44260,Starkville MS Micro Area,33.4249531354,-88.8793051624
979,46500,Urbana OH Micro Area,40.1376743616,-83.7694969558
982,49740,Yuma AZ Metro Area,32.7694045785,-113.90556451200001
986,35840,North Port-Sarasota-Bradenton FL Metro Area,27.345458956799998,-82.36086709029999
990,37420,Pampa TX Micro Area,35.401163255300006,-100.81255803299999
992,10540,Albany OR Metro Area,44.488878766300004,-122.534995075
993,10700,Albertville AL Micro Area,34.3669621021,-86.306636969
994,11260,Anchorage AK Metro Area,62.2249006775,-149.553185469
1002,31980,Marion IN Micro Area,40.5158445872,-85.6547259041
1004,32700,McPherson KS Micro Area,38.3916666453,-97.6480798696
1007,12680,Bardstown KY Micro Area,37.8051312658,-85.4659885889
1009,13740,Billings MT Metro Area,45.7807136949,-108.71760371299999
1011,14220,Bogalusa LA Micro Area,30.853342259699996,-90.04052486219999
1013,15980,Cape Coral-Fort Myers FL Metro Area,26.5756896569,-81.91545273279999
1014,16100,Carlsbad-Artesia NM Micro Area,32.4714628579,-104.304465762
1016,17060,Chillicothe OH Micro Area,39.337627728899996,-83.0570255812
1017,17780,College Station-Bryan TX Metro Area,30.7565094494,-96.48891442620001
1018,18100,Columbus NE Micro Area,41.5712867685,-97.5211569974
1021,32940,Meridian MS Micro Area,32.413022189,-88.6635038641
1023,21500,Erie PA Metro Area,42.117476241700004,-80.09810635779999
1024,24020,Glens Falls NY Metro Area,43.4435494248,-73.6488111842
1025,24980,Grenada MS Micro Area,33.769953863699996,-89.8020061522
1026,25020,Guayama PR Metro Area,17.980417771099997,-66.0699072809
1027,25540,Hartford-West Hartford-East Hartford CT Metro Area,41.7181286597,-72.5726614229
1032,28020,Kalamazoo-Portage MI Metro Area,42.2713345163,-86.0371759797
1033,28500,Kerrville TX Micro Area,30.0614838063,-99.3501597567
1034,29300,LaGrange GA Micro Area,33.0335103763,-85.0283367986
1035,40300,Rochelle IL Micro Area,42.042643917,-89.3206471644
1036,40620,Rolla MO Micro Area,37.877128584699996,-91.7923648921
1041,42660,Seattle-Tacoma-Bellevue WA Metro Area,47.5574748957,-121.881427448
1042,42860,Seneca SC Micro Area,34.7534751123,-83.0658562224
1043,45000,Susanville CA Micro Area,40.673590389699996,-120.594332833
1050,49080,Winnemucca NV Micro Area,41.406846570700004,-118.111965828
1052,33140,Michigan City-La Porte IN Metro Area,41.5490215572,-86.74236621870001
1053,33540,Missoula MT Metro Area,47.0365253042,-113.923741221
1055,21580,Española NM Micro Area,36.509580274899996,-106.693083681
1059,27260,Jacksonville FL Metro Area,30.234071342300002,-81.75749735810001
1060,27500,Janesville-Beloit WI Metro Area,42.6712243621,-89.0715664183
1065,40580,Rocky Mount NC Metro Area,35.941005954299996,-77.7984873984
1076,47620,Warren PA Micro Area,41.8145746206,-79.2741433708
1077,47780,Washington IN Micro Area,38.7024099658,-87.0720684608
1079,48140,Wausau WI Metro Area,44.8982857087,-89.7590589294
1081,48700,Williamsport PA Metro Area,41.3433818683,-77.0645062464
1084,36700,Orangeburg SC Micro Area,33.438991479,-80.8002997359
1085,37080,Oxford NC Micro Area,36.3040698262,-78.6527194252
1090,10180,Abilene TX Metro Area,32.4496900452,-99.717678325
1094,20340,Duncan OK Micro Area,34.4855926233,-97.85148428309999
1098,13940,Blackfoot ID Micro Area,43.216558051599996,-112.398078523
1099,14380,Boone NC Micro Area,36.2311062794,-81.69642507510001
1106,18880,Crestview-Fort Walton Beach-Destin FL Metro Area,30.640175236199997,-86.3676247972
1107,19140,Dalton GA Metro Area,34.7962815789,-84.8481082031
1124,44540,Sterling CO Micro Area,40.724668718800004,-103.110095731
1137,25700,Hays KS Micro Area,38.9147512529,-99.3172316232
1139,26300,Hot Springs AR Metro Area,34.5766859682,-93.1504248797
1141,26540,Huntington IN Micro Area,40.8292399571,-85.48817227810001
1142,26940,Indianola MS Micro Area,33.6023128898,-90.58861862629999
1147,13900,Bismarck ND Metro Area,46.7267889196,-100.99125787700001
1155,18180,Concord NH Micro Area,43.2974962572,-71.6802764637
1157,18420,Corinth MS Micro Area,34.8807714572,-88.58026456510001
1158,18660,Cortland NY Micro Area,42.5950071515,-76.07026690720001
1160,33580,Mitchell SD Micro Area,43.6747810476,-97.9669862743
1162,20820,Effingham IL Micro Area,39.0597867631,-88.5898502337
1164,22300,Findlay OH Micro Area,41.0019352442,-83.66653581439999
1165,22580,Forest City NC Micro Area,35.4025956291,-81.9198334642
1166,23980,Glasgow KY Micro Area,36.9747695688,-85.8216044632
1170,25220,Hammond LA Metro Area,30.626653199099998,-90.4056803861
1171,25260,Hanford-Corcoran CA Metro Area,36.075360453,-119.815502709
1176,29860,Laurel MS Micro Area,31.8180511887,-89.1441771973
1178,13020,Bay City MI Metro Area,43.7213655935,-83.9418350885
1180,14500,Boulder CO Metro Area,40.0924597733,-105.35770567600001
1182,16180,Carson City NV Metro Area,39.1511464297,-119.747422249
1184,17200,Claremont-Lebanon NH-VT Micro Area,43.783569413,-72.1611202114
1188,17660,Coeur d'Alene ID Metro Area,47.6743566297,-116.701762031
1191,18460,Cornelia GA Micro Area,34.6310256133,-83.5311320934
1195,35100,New Bern NC Metro Area,35.102934665700005,-77.0252973325
1198,36020,Oak Harbor WA Micro Area,48.162897065799996,-122.575262994
1199,36300,Ogdensburg-Massena NY Micro Area,44.4964021416,-75.0689522762
1200,36580,Oneonta NY Micro Area,42.6337635679,-75.0326059513
1201,36940,Owatonna MN Micro Area,44.0223437462,-93.2260411098
1204,39540,Racine WI Metro Area,42.7511744393,-87.6960798659
1205,10300,Adrian MI Micro Area,41.8950837596,-84.06636675189999
1208,10940,Alma MI Micro Area,43.2927326789,-84.6049110538
1211,20020,Dothan AL Metro Area,31.2528940562,-85.4617251469
1212,30900,Logansport IN Micro Area,40.7614914972,-86.3459465592
1214,32660,McMinnville TN Micro Area,35.6786827093,-85.778498039
1218,40540,Rock Springs WY Micro Area,41.659496142399995,-108.87943078200001
1219,40820,Ruston LA Micro Area,32.6016373737,-92.6648152839
1223,42740,Sedalia MO Micro Area,38.7282893735,-93.28509629290001
1225,45020,Sweetwater TX Micro Area,32.3034902579,-100.406052463
1226,47180,Vincennes IN Micro Area,38.689089856399995,-87.4180084466
1230,12740,Barre VT Micro Area,44.273384479799994,-72.6149783508
1232,14580,Bozeman MT Micro Area,45.5403894971,-111.170368949
1236,41100,St. George UT Metro Area,37.280406139600004,-113.50471120700001
1239,42300,Sault Ste. Marie MI Micro Area,46.328178432399994,-84.5293679243
1241,43180,Shelbyville TN Micro Area,35.5137978761,-86.45888569780001
1245,45860,Torrington CT Micro Area,41.7924996944,-73.2453204345
1247,46300,Twin Falls ID Metro Area,42.4357069666,-114.570784175
1249,47380,Waco TX Metro Area,31.426407560599998,-97.0897834083
1250,49620,York-Hanover PA Metro Area,39.9199604912,-76.7265176968
1251,48980,Wilson NC Micro Area,35.7051457145,-77.9186629547
1253,32980,Merrill WI Micro Area,45.3374314915,-89.73463901870001
1258,25820,Hereford TX Micro Area,34.966019036599995,-102.60492683700001
1259,25900,Hilo HI Micro Area,19.6023968175,-155.522885864
1261,26140,Homosassa Springs FL Metro Area,28.8475696923,-82.5201067318
1266,29460,Lakeland-Winter Haven FL Metro Area,27.948871485599998,-81.69768539649999
1267,29740,Las Cruces NM Metro Area,32.3526480267,-106.832721249
1268,15180,Brownsville-Harlingen TX Metro Area,26.1514968565,-97.45285335620001
1272,18980,Cullman AL Micro Area,34.1319410961,-86.86761941510001
1274,19420,Dayton TN Micro Area,35.608711453699996,-84.9243960855
1275,24330,Grand Rapids MN Micro Area,47.509525546800006,-93.6320066058
1276,34780,Muskogee OK Micro Area,35.6161305018,-95.3795271831
1279,35220,New Castle IN Micro Area,39.931039736100004,-85.3964353742
1280,35260,New Castle PA Micro Area,40.991265573,-80.3341943668
1285,38260,Pittsburg KS Micro Area,37.5073151069,-94.85181137110001
1290,11060,Altus OK Micro Area,34.5879714861,-99.4147574158
1292,11700,Asheville NC Metro Area,35.600628873299996,-82.68264585109999
1294,20380,Dunn NC Micro Area,35.3686291622,-78.86941252
1296,31020,Longview WA Metro Area,46.193219545,-122.680974547
1298,32220,Marshall TX Micro Area,32.5481331978,-94.3714865548
1299,32740,Meadville PA Micro Area,41.6846964792,-80.1062774625
1300,32780,Medford OR Metro Area,42.432155889099995,-122.728517877
1303,33740,Monroe LA Metro Area,32.6869100381,-92.2846288745
1305,21120,Elk City OK Micro Area,35.2687094429,-99.68192326290001
1306,22520,Florence-Muscle Shoals AL Metro Area,34.808209943200005,-87.7240012076
1308,23340,Fremont NE Micro Area,41.5778862866,-96.6539833969
1309,24420,Grants Pass OR Metro Area,42.3654992437,-123.55549766799999
1310,24780,Greenville NC Metro Area,35.5932989746,-77.3744965519
1313,26090,Holland MI Micro Area,42.593673273200004,-86.2917651855
1316,26500,Huntingdon PA Micro Area,40.4169344997,-77.9812075395
1318,27160,Jackson OH Micro Area,39.0196721892,-82.618382939
1321,29420,Lake Havasu City-Kingman AZ Metro Area,35.704058756500004,-113.757910365
1322,29660,Laramie WY Micro Area,41.6544687421,-105.723910733
1324,12220,Auburn-Opelika AL Metro Area,32.601136484099996,-85.355562704
1327,12980,Battle Creek MI Metro Area,42.2465394718,-85.0055834874
1329,14420,Borger TX Micro Area,35.8400259746,-101.354699396
1337,42940,Sevierville TN Micro Area,35.7846556199,-83.5241923116
1340,44100,Springfield IL Metro Area,39.8295967144,-89.6969088515
1341,44660,Stillwater OK Micro Area,36.077315082300004,-96.9757708744
1342,44780,Sturgis MI Micro Area,41.914414246599996,-85.5277446789
1346,48940,Wilmington OH Micro Area,39.4149780091,-83.808378857
1347,34740,Muskegon MI Metro Area,43.2899298863,-86.5352341115
1352,11540,Appleton WI Metro Area,44.2890313477,-88.3711532603
1358,32100,Marquette MI Micro Area,46.6628779661,-87.5735241035
1360,34860,Nacogdoches TX Micro Area,31.6159802649,-94.6158732569
1364,36860,Ottawa-Peru IL Micro Area,41.3570427982,-89.17334177149999
1367,11660,Arkadelphia AR Micro Area,34.0509558644,-93.17636749
1369,19580,Defiance OH Micro Area,41.3239160959,-84.4904951214
1370,30820,Lock Haven PA Micro Area,41.2340543663,-77.6381058342
1373,31300,Lumberton NC Micro Area,34.6402420514,-79.1038649277
1374,32340,Maryville MO Micro Area,40.3607737937,-94.8834337255
1375,33220,Midland MI Metro Area,43.6468567079,-84.3881091147
1378,33700,Modesto CA Metro Area,37.559137443800005,-120.997682896
1380,20940,El Centro CA Metro Area,33.039506094000004,-115.365321005
1381,21460,Enterprise AL Micro Area,31.402627179299998,-85.9882069255
1382,22060,Faribault-Northfield MN Micro Area,44.354264303,-93.2966783051
1383,24140,Goldsboro NC Metro Area,35.363959967199996,-78.00399712720001
1385,24700,Greensburg IN Micro Area,39.306999934299995,-85.5011430489
1391,30280,Lewisburg TN Micro Area,35.468861110700004,-86.76501743870001
1392,12300,Augusta-Waterville ME Micro Area,44.4091601365,-69.767264396
1395,13260,Bedford IN Micro Area,38.8411628915,-86.48345113090001
1398,15460,Burlington IA-IL Micro Area,40.8728870697,-91.0587660163
1399,16220,Casper WY Metro Area,42.9622404466,-106.79849380299999
1403,17640,Coco PR Micro Area,17.9729540131,-66.26197566100001
1409,27660,Jennings LA Micro Area,30.267721879499998,-92.814120915
1411,39820,Redding CA Metro Area,40.7637666014,-122.04052153100001
1412,39980,Richmond IN Micro Area,39.8644164614,-85.00987613630001
1414,41820,Sanford NC Micro Area,35.4751864248,-79.1714836119
1417,42820,Selma AL Micro Area,32.325973709,-87.1064763258
1418,42980,Seymour IN Micro Area,38.9064174884,-86.0375413468
1419,43100,Sheboygan WI Metro Area,43.7197069251,-87.63477530709999
1420,43140,Shelby NC Micro Area,35.3341018035,-81.55554713949999
1422,44300,State College PA Metro Area,40.9193457756,-77.8199601608
1424,45740,Toccoa GA Micro Area,34.553943523600005,-83.2934335296
1427,46740,Valley AL Micro Area,32.9143722298,-85.3920429513
1428,46860,Vernal UT Micro Area,40.124774843000004,-109.51864842100001
1434,12820,Bastrop LA Micro Area,32.8202181268,-91.801797046
1436,13420,Bemidji MN Micro Area,47.9737829028,-94.9376544511
1437,14010,Bloomington IL Metro Area,40.4106614947,-88.8617233947
1438,14620,Bradford PA Micro Area,41.8077476122,-78.5690251336
1439,15860,Cañon City CO Micro Area,38.4729724659,-105.439657054
1440,15900,Canton IL Micro Area,40.4727958069,-90.207465219
1445,17540,Clinton IA Micro Area,41.8980358091,-90.5319724335
1452,33620,Moberly MO Micro Area,39.4401679837,-92.49707797559999
1455,34300,Mountain Home ID Micro Area,43.35388540140001,-115.46926235299999
1456,34420,Mount Pleasant TX Micro Area,33.216603036500004,-94.96567222770001
1458,22340,Fitzgerald GA Micro Area,31.759781946900002,-83.2204589709
1459,22540,Fond du Lac WI Metro Area,43.7535894574,-88.48826311209999
1460,24640,Greenfield Town MA Micro Area,42.583115736799996,-72.5918580582
1464,26980,Iowa City IA Metro Area,41.511330460799996,-91.64998527200001
1465,27220,Jackson WY-ID Micro Area,43.9177822866,-110.649243078
1470,30300,Lewiston ID-WA Metro Area,46.2691528712,-116.943724921
1472,35460,Newport TN Micro Area,35.9254374123,-83.121183014
1477,38220,Pine Bluff AR Metro Area,34.0772890203,-91.9498873711
1478,38420,Platteville WI Micro Area,42.8674818746,-90.70622042229999
1481,11780,Ashtabula OH Micro Area,41.8963811411,-80.7590107929
1485,30580,Liberal KS Micro Area,37.1933028105,-100.851287255
