MSA,city,state_id,lat,lng,MSA
"St. Francisville, LA",St. Francisville,LA,30.7852,-91.3787,"St. Francisville, LA"
"Kingsley, MI",Kingsley,MI,44.5845,-85.5346,"Kingsley, MI"
"San Antonio, PR",San Antonio,PR,18.4931,-67.0998,"San Antonio, PR"
"Marfa, TX",Marfa,TX,30.3107,-104.0255,"Marfa, TX"
"Springfield, NE",Springfield,NE,41.0854,-96.1332,"Springfield, NE"
"Hillsboro, ND",Hillsboro,ND,47.403,-97.0635,"Hillsboro, ND"
"Gordonsville, VA",Gordonsville,VA,38.136,-78.1879,"Gordonsville, VA"
"Waterflow, NM",Waterflow,NM,36.7575,-108.4711,"Waterflow, NM"
"Ridgely, TN",Ridgely,TN,36.2607,-89.4808,"Ridgely, TN"
"Mitchell, NE",Mitchell,NE,41.9427,-103.8097,"Mitchell, NE"
"Harlan, IN",Harlan,IN,41.1966,-84.9245,"Harlan, IN"
"Jagual, PR",Jagual,PR,18.1611,-65.9997,"Jagual, PR"
"Black Point-Green Point, CA",Black Point-Green Point,CA,38.112,-122.5191,"Black Point-Green Point, CA"
"Ester, AK",Ester,AK,64.8646,-148.0916,"Ester, AK"
"Luis M. Cintrón, PR",Luis M. Cintrón,PR,18.3014,-65.6379,"Luis M. Cintrón, PR"
"Temelec, CA",Temelec,CA,38.2577,-122.4982,"Temelec, CA"
"Wellington, UT",Wellington,UT,39.5358,-110.7344,"Wellington, UT"
"West Glendive, MT",West Glendive,MT,47.1056,-104.754,"West Glendive, MT"
"Ainsworth, NE",Ainsworth,NE,42.5485,-99.8574,"Ainsworth, NE"
"Siesta Acres, TX",Siesta Acres,TX,28.7564,-100.491,"Siesta Acres, TX"
"Wilkinson Heights, SC",Wilkinson Heights,SC,33.4919,-80.8285,"Wilkinson Heights, SC"
"Mount Ayr, IA",Mount Ayr,IA,40.7141,-94.2376,"Mount Ayr, IA"
"Pinebluff, NC",Pinebluff,NC,35.1088,-79.4713,"Pinebluff, NC"
"South Charleston, OH",South Charleston,OH,39.8243,-83.6416,"South Charleston, OH"
"Rose Hill, NC",Rose Hill,NC,34.8263,-78.0259,"Rose Hill, NC"
"Chesilhurst, NJ",Chesilhurst,NJ,39.7307,-74.8786,"Chesilhurst, NJ"
"Remsen, IA",Remsen,IA,42.8148,-95.9725,"Remsen, IA"
"Quincy, MI",Quincy,MI,41.9432,-84.8844,"Quincy, MI"
"Kensett, AR",Kensett,AR,35.2354,-91.6706,"Kensett, AR"
"Columbus, NM",Columbus,NM,31.8273,-107.6423,"Columbus, NM"
"Concord, AL",Concord,AL,33.4674,-87.0392,"Concord, AL"
"Delavan, IL",Delavan,IL,40.371,-89.5461,"Delavan, IL"
"Key Vista, FL",Key Vista,FL,28.1946,-82.7703,"Key Vista, FL"
"Lakefield, MN",Lakefield,MN,43.678,-95.1695,"Lakefield, MN"
"Tryon, NC",Tryon,NC,35.2086,-82.2379,"Tryon, NC"
"Elk Rapids, MI",Elk Rapids,MI,44.895,-85.4055,"Elk Rapids, MI"
"Saratoga, WY",Saratoga,WY,41.4517,-106.8107,"Saratoga, WY"
"Gordo, AL",Gordo,AL,33.322,-87.904,"Gordo, AL"
"Ovid, MI",Ovid,MI,43.0031,-84.3742,"Ovid, MI"
"Bladenboro, NC",Bladenboro,NC,34.5406,-78.7949,"Bladenboro, NC"
"El Negro, PR",El Negro,PR,18.037,-65.8494,"El Negro, PR"
"Sawyerwood, OH",Sawyerwood,OH,41.0344,-81.4413,"Sawyerwood, OH"
"Bokeelia, FL",Bokeelia,FL,26.68,-82.1409,"Bokeelia, FL"
"Oglala, SD",Oglala,SD,43.1849,-102.7267,"Oglala, SD"
"Crosbyton, TX",Crosbyton,TX,33.6413,-101.2377,"Crosbyton, TX"
"North Eastham, MA",North Eastham,MA,41.8539,-69.9968,"North Eastham, MA"
"Richland, PA",Richland,PA,40.3574,-76.2568,"Richland, PA"
"Mars, PA",Mars,PA,40.6969,-80.0141,"Mars, PA"
"Fox Chase, PA",Fox Chase,PA,40.3952,-75.9634,"Fox Chase, PA"
"Corrigan, TX",Corrigan,TX,30.9988,-94.8275,"Corrigan, TX"
"Thorp, WI",Thorp,WI,44.958,-90.8021,"Thorp, WI"
"Senath, MO",Senath,MO,36.134,-90.1614,"Senath, MO"
"Lake Bryan, TX",Lake Bryan,TX,30.7188,-96.4631,"Lake Bryan, TX"
"Bethel, NC",Bethel,NC,35.8072,-77.3762,"Bethel, NC"
"Falmouth Foreside, ME",Falmouth Foreside,ME,43.7348,-70.2152,"Falmouth Foreside, ME"
"Maurice, LA",Maurice,LA,30.1041,-92.1211,"Maurice, LA"
"Spencerville, NM",Spencerville,NM,36.8192,-108.056,"Spencerville, NM"
"Drew, MS",Drew,MS,33.8101,-90.5304,"Drew, MS"
"Ashley, OH",Ashley,OH,40.4098,-82.9516,"Ashley, OH"
"Mill Hall, PA",Mill Hall,PA,41.1045,-77.4888,"Mill Hall, PA"
"Georgiana, AL",Georgiana,AL,31.6391,-86.7468,"Georgiana, AL"
"La Huerta, NM",La Huerta,NM,32.4488,-104.2224,"La Huerta, NM"
"Port Byron, IL",Port Byron,IL,41.616,-90.328,"Port Byron, IL"
"Ladera, CA",Ladera,CA,37.3996,-122.199,"Ladera, CA"
"Fish Lake, IN",Fish Lake,IN,41.5616,-86.5513,"Fish Lake, IN"
"Ballplay, AL",Ballplay,AL,34.0179,-85.7853,"Ballplay, AL"
"Aberdeen, OH",Aberdeen,OH,38.6714,-83.7705,"Aberdeen, OH"
"Montour Falls, NY",Montour Falls,NY,42.3499,-76.8483,"Montour Falls, NY"
"Peach Lake, NY",Peach Lake,NY,41.3682,-73.5778,"Peach Lake, NY"
"Grand Ronde, OR",Grand Ronde,OR,45.0739,-123.621,"Grand Ronde, OR"
"Belleair Beach, FL",Belleair Beach,FL,27.9242,-82.8358,"Belleair Beach, FL"
"Soap Lake, WA",Soap Lake,WA,47.3914,-119.4892,"Soap Lake, WA"
"Waverly, MN",Waverly,MN,45.065,-93.9663,"Waverly, MN"
"Neoga, IL",Neoga,IL,39.3215,-88.4504,"Neoga, IL"
"Leavittsburg, OH",Leavittsburg,OH,41.2452,-80.8789,"Leavittsburg, OH"
"Towamensing Trails, PA",Towamensing Trails,PA,40.995,-75.5826,"Towamensing Trails, PA"
"Espy, PA",Espy,PA,41.0055,-76.4164,"Espy, PA"
"Stevenson, WA",Stevenson,WA,45.6944,-121.8931,"Stevenson, WA"
"Trevorton, PA",Trevorton,PA,40.7841,-76.6713,"Trevorton, PA"
"Corydon, IA",Corydon,IA,40.7574,-93.3174,"Corydon, IA"
"Monterey Park, NM",Monterey Park,NM,34.7511,-106.653,"Monterey Park, NM"
"Atlanta, IL",Atlanta,IL,40.2637,-89.231,"Atlanta, IL"
"South Browning, MT",South Browning,MT,48.5459,-113.0128,"South Browning, MT"
"Naranjito, PR",Naranjito,PR,18.302,-66.246,"Naranjito, PR"
"Bowman, ND",Bowman,ND,46.184,-103.3991,"Bowman, ND"
"Saxapahaw, NC",Saxapahaw,NC,35.9489,-79.321,"Saxapahaw, NC"
"Eureka Mill, SC",Eureka Mill,SC,34.718,-81.193,"Eureka Mill, SC"
"Adrian, MO",Adrian,MO,38.396,-94.3498,"Adrian, MO"
"Brooklyn, IN",Brooklyn,IN,39.5436,-86.3674,"Brooklyn, IN"
"Emerson, GA",Emerson,GA,34.1303,-84.7484,"Emerson, GA"
"Galesville, WI",Galesville,WI,44.0839,-91.358,"Galesville, WI"
"Coalville, UT",Coalville,UT,40.912,-111.413,"Coalville, UT"
"Spring Valley, AZ",Spring Valley,AZ,34.3531,-112.1513,"Spring Valley, AZ"
"Rocky Point, WA",Rocky Point,WA,47.5881,-122.6668,"Rocky Point, WA"
"Traer, IA",Traer,IA,42.1895,-92.4639,"Traer, IA"
"Monette, AR",Monette,AR,35.8931,-90.3442,"Monette, AR"
"Edmonton, KY",Edmonton,KY,36.9854,-85.6193,"Edmonton, KY"
"Astor, FL",Astor,FL,29.1635,-81.5349,"Astor, FL"
"Bernice, LA",Bernice,LA,32.8276,-92.6584,"Bernice, LA"
"Orwell, OH",Orwell,OH,41.5364,-80.8596,"Orwell, OH"
"Lakeside, TX",Lakeside,TX,32.8219,-97.4869,"Lakeside, TX"
"Shoreacres, TX",Shoreacres,TX,29.6204,-95.0188,"Shoreacres, TX"
"De Kalb, TX",De Kalb,TX,33.5076,-94.6167,"De Kalb, TX"
"Calumet, PA",Calumet,PA,40.2189,-79.4892,"Calumet, PA"
"Linn, MO",Linn,MO,38.4788,-91.845,"Linn, MO"
"New Hope, OR",New Hope,OR,42.3693,-123.359,"New Hope, OR"
"Emigration Canyon, UT",Emigration Canyon,UT,40.7886,-111.7414,"Emigration Canyon, UT"
"Eagle River, WI",Eagle River,WI,45.9249,-89.2561,"Eagle River, WI"
"Mayville, NY",Mayville,NY,42.2532,-79.5031,"Mayville, NY"
"Midway, FL",Midway,FL,28.7924,-81.2314,"Midway, FL"
"Del Rio, CA",Del Rio,CA,37.7432,-121.0091,"Del Rio, CA"
"Crooked Lake Park, FL",Crooked Lake Park,FL,27.8295,-81.5897,"Crooked Lake Park, FL"
"Aberdeen, IN",Aberdeen,IN,41.4418,-87.1166,"Aberdeen, IN"
"Cressona, PA",Cressona,PA,40.6304,-76.1938,"Cressona, PA"
"Mechanicsburg, OH",Mechanicsburg,OH,40.0735,-83.5564,"Mechanicsburg, OH"
"Woodland Hills, UT",Woodland Hills,UT,40.0132,-111.6558,"Woodland Hills, UT"
"Darien, WI",Darien,WI,42.6008,-88.7127,"Darien, WI"
"Warner, OK",Warner,OK,35.4902,-95.3085,"Warner, OK"
"Avon, MN",Avon,MN,45.6101,-94.4619,"Avon, MN"
"Natalia, TX",Natalia,TX,29.1877,-98.8524,"Natalia, TX"
"Nashua, IA",Nashua,IA,42.9502,-92.5417,"Nashua, IA"
"Shelbina, MO",Shelbina,MO,39.693,-92.0396,"Shelbina, MO"
"Palomas, PR",Palomas,PR,18.0135,-66.8688,"Palomas, PR"
"Woodland Park, NE",Woodland Park,NE,42.0542,-97.3452,"Woodland Park, NE"
"Jerome, IL",Jerome,IL,39.7677,-89.6785,"Jerome, IL"
"Union City, OH",Union City,OH,40.1996,-84.7943,"Union City, OH"
"Lockport Heights, LA",Lockport Heights,LA,29.6564,-90.5486,"Lockport Heights, LA"
"Homer City, PA",Homer City,PA,40.5403,-79.1597,"Homer City, PA"
"Rosedale, MS",Rosedale,MS,33.8525,-91.0339,"Rosedale, MS"
"McCord, OK",McCord,OK,36.6798,-97.0346,"McCord, OK"
"West Milton, PA",West Milton,PA,41.0183,-76.8767,"West Milton, PA"
"Eleanor, WV",Eleanor,WV,38.5374,-81.9256,"Eleanor, WV"
"Earlville, IL",Earlville,IL,41.588,-88.9229,"Earlville, IL"
"Kalida, OH",Kalida,OH,40.9854,-84.1945,"Kalida, OH"
"Harbor Beach, MI",Harbor Beach,MI,43.8456,-82.6554,"Harbor Beach, MI"
"Tecumseh, NE",Tecumseh,NE,40.3718,-96.1888,"Tecumseh, NE"
"Murfreesboro, AR",Murfreesboro,AR,34.0546,-93.6834,"Murfreesboro, AR"
"Sparkill, NY",Sparkill,NY,41.0289,-73.9333,"Sparkill, NY"
"Paradis, LA",Paradis,LA,29.868,-90.4398,"Paradis, LA"
"Albion, NE",Albion,NE,41.6872,-97.9987,"Albion, NE"
"Osgood, IN",Osgood,IN,39.1291,-85.292,"Osgood, IN"
"Coarsegold, CA",Coarsegold,CA,37.2526,-119.7,"Coarsegold, CA"
"Clark Mills, NY",Clark Mills,NY,43.0895,-75.3757,"Clark Mills, NY"
"Rollingwood, TX",Rollingwood,TX,30.2736,-97.7867,"Rollingwood, TX"
"Kenly, NC",Kenly,NC,35.5887,-78.1368,"Kenly, NC"
"Prestbury, IL",Prestbury,IL,41.7847,-88.4225,"Prestbury, IL"
"Tuolumne City, CA",Tuolumne City,CA,37.9615,-120.2428,"Tuolumne City, CA"
"Bourbon, MO",Bourbon,MO,38.1505,-91.2493,"Bourbon, MO"
"Des Arc, AR",Des Arc,AR,34.9777,-91.5068,"Des Arc, AR"
"Sardis, MS",Sardis,MS,34.4355,-89.9114,"Sardis, MS"
"Hamilton, IN",Hamilton,IN,41.541,-84.9204,"Hamilton, IN"
"Langhorne, PA",Langhorne,PA,40.1777,-74.9212,"Langhorne, PA"
"Sturgeon, PA",Sturgeon,PA,40.3835,-80.2153,"Sturgeon, PA"
"Graysville, TN",Graysville,TN,35.4493,-85.0763,"Graysville, TN"
"Belhaven, NC",Belhaven,NC,35.5428,-76.6232,"Belhaven, NC"
"Eldorado, TX",Eldorado,TX,30.8617,-100.5979,"Eldorado, TX"
"Oakland, PA",Oakland,PA,40.9915,-80.3671,"Oakland, PA"
"Foscoe, NC",Foscoe,NC,36.1535,-81.7736,"Foscoe, NC"
"Brookside Village, TX",Brookside Village,TX,29.5907,-95.318,"Brookside Village, TX"
"Stratford, WI",Stratford,WI,44.8009,-90.0722,"Stratford, WI"
"Hallsville, MO",Hallsville,MO,39.1196,-92.2268,"Hallsville, MO"
"Morenci, AZ",Morenci,AZ,33.0531,-109.3307,"Morenci, AZ"
"East Canton, OH",East Canton,OH,40.7889,-81.285,"East Canton, OH"
"Runaway Bay, TX",Runaway Bay,TX,33.1773,-97.871,"Runaway Bay, TX"
"Banner Hill, TN",Banner Hill,TN,36.1222,-82.4203,"Banner Hill, TN"
"Leilani Estates, HI",Leilani Estates,HI,19.4659,-154.9157,"Leilani Estates, HI"
"Wayne, WV",Wayne,WV,38.2296,-82.4417,"Wayne, WV"
"River Hills, WI",River Hills,WI,43.1717,-87.9353,"River Hills, WI"
"Lookout Mountain, GA",Lookout Mountain,GA,34.9664,-85.3622,"Lookout Mountain, GA"
"Francis, UT",Francis,UT,40.6105,-111.2744,"Francis, UT"
"Hartley, IA",Hartley,IA,43.179,-95.4768,"Hartley, IA"
"Central Garage, VA",Central Garage,VA,37.7458,-77.1315,"Central Garage, VA"
"Alvord, TX",Alvord,TX,33.3569,-97.696,"Alvord, TX"
"Owingsville, KY",Owingsville,KY,38.1364,-83.7603,"Owingsville, KY"
"Thorntown, IN",Thorntown,IN,40.1292,-86.6099,"Thorntown, IN"
"Adwolf, VA",Adwolf,VA,36.793,-81.5927,"Adwolf, VA"
"Shasta, CA",Shasta,CA,40.591,-122.4797,"Shasta, CA"
"Pirtleville, AZ",Pirtleville,AZ,31.3613,-109.5661,"Pirtleville, AZ"
"Whitehall, WI",Whitehall,WI,44.3705,-91.3476,"Whitehall, WI"
"Warren Park, IN",Warren Park,IN,39.7833,-86.0516,"Warren Park, IN"
"New Paris, OH",New Paris,OH,39.8565,-84.7922,"New Paris, OH"
"Mount Carroll, IL",Mount Carroll,IL,42.0947,-89.9769,"Mount Carroll, IL"
"Leona Valley, CA",Leona Valley,CA,34.6147,-118.299,"Leona Valley, CA"
"Wacousta, MI",Wacousta,MI,42.8202,-84.6907,"Wacousta, MI"
"Estancia, NM",Estancia,NM,34.7667,-106.0301,"Estancia, NM"
"Southern View, IL",Southern View,IL,39.7559,-89.6511,"Southern View, IL"
"Smith Center, KS",Smith Center,KS,39.7748,-98.783,"Smith Center, KS"
"Summit, MS",Summit,MS,31.2808,-90.467,"Summit, MS"
"Pewee Valley, KY",Pewee Valley,KY,38.3105,-85.4895,"Pewee Valley, KY"
"Blossom, TX",Blossom,TX,33.6633,-95.3837,"Blossom, TX"
"East Dubuque, IL",East Dubuque,IL,42.4889,-90.6278,"East Dubuque, IL"
"Tonka Bay, MN",Tonka Bay,MN,44.9167,-93.5886,"Tonka Bay, MN"
"Del Norte, CO",Del Norte,CO,37.6785,-106.354,"Del Norte, CO"
"Descanso, CA",Descanso,CA,32.8696,-116.6279,"Descanso, CA"
"Genola, UT",Genola,UT,40.0117,-111.8464,"Genola, UT"
"West Lawn, PA",West Lawn,PA,40.3289,-75.9939,"West Lawn, PA"
"Inverness, CO",Inverness,CO,39.5787,-104.8624,"Inverness, CO"
"Fairlea, WV",Fairlea,WV,37.7756,-80.4582,"Fairlea, WV"
"Sausal, NM",Sausal,NM,34.6803,-106.7589,"Sausal, NM"
"Manson, IA",Manson,IA,42.5284,-94.5401,"Manson, IA"
"Elizabeth, CO",Elizabeth,CO,39.36,-104.6071,"Elizabeth, CO"
"Chester Center, CT",Chester Center,CT,41.4014,-72.4523,"Chester Center, CT"
"Milford, IN",Milford,IN,41.4142,-85.8446,"Milford, IN"
"Random Lake, WI",Random Lake,WI,43.5541,-87.9548,"Random Lake, WI"
"Grayville, IL",Grayville,IL,38.2554,-87.997,"Grayville, IL"
"Chester, GA",Chester,GA,32.3945,-83.1551,"Chester, GA"
"Toast, NC",Toast,NC,36.4966,-80.6346,"Toast, NC"
"Union City, MI",Union City,MI,42.0662,-85.1432,"Union City, MI"
"Dunsmuir, CA",Dunsmuir,CA,41.2318,-122.2714,"Dunsmuir, CA"
"Ada, MN",Ada,MN,47.2992,-96.5165,"Ada, MN"
"Crescent, OK",Crescent,OK,35.9516,-97.5949,"Crescent, OK"
"LeChee, AZ",LeChee,AZ,36.871,-111.4328,"LeChee, AZ"
"Baidland, PA",Baidland,PA,40.1888,-79.9533,"Baidland, PA"
"Norwood, NY",Norwood,NY,44.7481,-74.997,"Norwood, NY"
"Wardsville, MO",Wardsville,MO,38.4901,-92.1791,"Wardsville, MO"
"Comanche, OK",Comanche,OK,34.3597,-97.9478,"Comanche, OK"
"Franklin Furnace, OH",Franklin Furnace,OH,38.6115,-82.8439,"Franklin Furnace, OH"
"Sharon, WI",Sharon,WI,42.5047,-88.7394,"Sharon, WI"
"Olive Hill, KY",Olive Hill,KY,38.3033,-83.1695,"Olive Hill, KY"
"Belle Plaine, KS",Belle Plaine,KS,37.3934,-97.2796,"Belle Plaine, KS"
"Ames Lake, WA",Ames Lake,WA,47.6346,-121.9664,"Ames Lake, WA"
"Manton, MI",Manton,MI,44.4114,-85.401,"Manton, MI"
"New Plymouth, ID",New Plymouth,ID,43.9705,-116.8187,"New Plymouth, ID"
"Ransomville, NY",Ransomville,NY,43.2389,-78.9114,"Ransomville, NY"
"Oak Grove, LA",Oak Grove,LA,32.8619,-91.3911,"Oak Grove, LA"
"Vonore, TN",Vonore,TN,35.5977,-84.2365,"Vonore, TN"
"Woodmont, CT",Woodmont,CT,41.2282,-72.993,"Woodmont, CT"
"Carrier Mills, IL",Carrier Mills,IL,37.6886,-88.6294,"Carrier Mills, IL"
"Reform, AL",Reform,AL,33.3788,-88.0173,"Reform, AL"
"Moroni, UT",Moroni,UT,39.5271,-111.5832,"Moroni, UT"
"Warren, MN",Warren,MN,48.194,-96.7688,"Warren, MN"
"McMillin, WA",McMillin,WA,47.1286,-122.2374,"McMillin, WA"
"Westville, OK",Westville,OK,35.9903,-94.5743,"Westville, OK"
"East Spencer, NC",East Spencer,NC,35.6821,-80.4274,"East Spencer, NC"
"Schoolcraft, MI",Schoolcraft,MI,42.117,-85.6337,"Schoolcraft, MI"
"Sarcoxie, MO",Sarcoxie,MO,37.0683,-94.1259,"Sarcoxie, MO"
"Bay Park, NY",Bay Park,NY,40.6302,-73.667,"Bay Park, NY"
"New Middletown, OH",New Middletown,OH,40.9646,-80.5597,"New Middletown, OH"
"Duque, PR",Duque,PR,18.2381,-65.7432,"Duque, PR"
"Worthington Hills, KY",Worthington Hills,KY,38.3093,-85.527,"Worthington Hills, KY"
"Wyoming, DE",Wyoming,DE,39.1147,-75.5631,"Wyoming, DE"
"Montrose, MI",Montrose,MI,43.1765,-83.8932,"Montrose, MI"
"Cedar Glen Lakes, NJ",Cedar Glen Lakes,NJ,39.9527,-74.3995,"Cedar Glen Lakes, NJ"
"Stanfield, NC",Stanfield,NC,35.2336,-80.4303,"Stanfield, NC"
"Bressler, PA",Bressler,PA,40.2319,-76.819,"Bressler, PA"
"Shawsville, VA",Shawsville,VA,37.1707,-80.2527,"Shawsville, VA"
"Wagner, SD",Wagner,SD,43.0768,-98.2934,"Wagner, SD"
"Linden, CA",Linden,CA,38.0186,-121.0994,"Linden, CA"
"Lewiston, MN",Lewiston,MN,43.9823,-91.8695,"Lewiston, MN"
"Judson, SC",Judson,SC,34.8335,-82.4272,"Judson, SC"
"Dover, TN",Dover,TN,36.4818,-87.8438,"Dover, TN"
"Rehoboth Beach, DE",Rehoboth Beach,DE,38.7171,-75.0845,"Rehoboth Beach, DE"
"Paxtang, PA",Paxtang,PA,40.2623,-76.8342,"Paxtang, PA"
"Crothersville, IN",Crothersville,IN,38.7944,-85.84,"Crothersville, IN"
"Miranda, PR",Miranda,PR,18.3869,-66.3789,"Miranda, PR"
"East Berlin, PA",East Berlin,PA,39.9368,-76.9794,"East Berlin, PA"
"Hines, OR",Hines,OR,43.557,-119.0803,"Hines, OR"
"Three Oaks, MI",Three Oaks,MI,41.7987,-86.613,"Three Oaks, MI"
"Rossville, IN",Rossville,IN,40.4196,-86.5958,"Rossville, IN"
"North Pekin, IL",North Pekin,IL,40.6114,-89.6225,"North Pekin, IL"
"Nescopeck, PA",Nescopeck,PA,41.0528,-76.2121,"Nescopeck, PA"
"New Fairview, TX",New Fairview,TX,33.1122,-97.4489,"New Fairview, TX"
"Niagara, WI",Niagara,WI,45.7801,-87.9991,"Niagara, WI"
"Chatmoss, VA",Chatmoss,VA,36.6758,-79.7981,"Chatmoss, VA"
"Tipton, PA",Tipton,PA,40.6359,-78.3001,"Tipton, PA"
"Seaside Park, NJ",Seaside Park,NJ,39.9264,-74.0785,"Seaside Park, NJ"
"East Valley, NV",East Valley,NV,38.9462,-119.7003,"East Valley, NV"
"Newfield, NJ",Newfield,NJ,39.5484,-75.0167,"Newfield, NJ"
"Hillsdale, MO",Hillsdale,MO,38.6858,-90.2869,"Hillsdale, MO"
"Fort Belknap Agency, MT",Fort Belknap Agency,MT,48.4278,-108.6829,"Fort Belknap Agency, MT"
"Roseto, PA",Roseto,PA,40.8778,-75.2204,"Roseto, PA"
"Rosepine, LA",Rosepine,LA,30.9208,-93.2857,"Rosepine, LA"
"Dobson, NC",Dobson,NC,36.3927,-80.7239,"Dobson, NC"
"Fairforest, SC",Fairforest,SC,34.9532,-82.0157,"Fairforest, SC"
"Collings Lakes, NJ",Collings Lakes,NJ,39.5939,-74.8821,"Collings Lakes, NJ"
"Chapel Hill, TN",Chapel Hill,TN,35.6294,-86.6955,"Chapel Hill, TN"
"Logansport, LA",Logansport,LA,31.9762,-93.9933,"Logansport, LA"
"Pleasant Grove, OH",Pleasant Grove,OH,39.9513,-81.9593,"Pleasant Grove, OH"
"Rheems, PA",Rheems,PA,40.1256,-76.5734,"Rheems, PA"
"Neuse Forest, NC",Neuse Forest,NC,34.966,-76.94,"Neuse Forest, NC"
"Kodiak Station, AK",Kodiak Station,AK,57.7451,-152.5443,"Kodiak Station, AK"
"Ramos, PR",Ramos,PR,18.3389,-65.7111,"Ramos, PR"
"Fort Covington Hamlet, NY",Fort Covington Hamlet,NY,44.9761,-74.5097,"Fort Covington Hamlet, NY"
"Harvey, MI",Harvey,MI,46.4882,-87.3511,"Harvey, MI"
"Sumas, WA",Sumas,WA,48.9956,-122.2695,"Sumas, WA"
"Gallitzin, PA",Gallitzin,PA,40.4809,-78.5547,"Gallitzin, PA"
"Englewood, TN",Englewood,TN,35.4228,-84.4883,"Englewood, TN"
"Hasson Heights, PA",Hasson Heights,PA,41.4487,-79.6765,"Hasson Heights, PA"
"Owenton, KY",Owenton,KY,38.5386,-84.8409,"Owenton, KY"
"Patrick AFB, FL",Patrick AFB,FL,28.2346,-80.6079,"Patrick AFB, FL"
"Appalachia, VA",Appalachia,VA,36.9098,-82.7882,"Appalachia, VA"
"Walnut Cove, NC",Walnut Cove,NC,36.2941,-80.1403,"Walnut Cove, NC"
"Coldwater, MS",Coldwater,MS,34.6902,-89.9757,"Coldwater, MS"
"Nederland, CO",Nederland,CO,39.9633,-105.5071,"Nederland, CO"
"Brookston, IN",Brookston,IN,40.6008,-86.8665,"Brookston, IN"
"Mercersburg, PA",Mercersburg,PA,39.832,-77.903,"Mercersburg, PA"
"Passapatanzy, VA",Passapatanzy,VA,38.2942,-77.3266,"Passapatanzy, VA"
"McConnell AFB, KS",McConnell AFB,KS,37.6249,-97.26,"McConnell AFB, KS"
"Mason, TN",Mason,TN,35.4128,-89.5412,"Mason, TN"
"Baxter, TN",Baxter,TN,36.1537,-85.6349,"Baxter, TN"
"Sebree, KY",Sebree,KY,37.604,-87.5187,"Sebree, KY"
"Smethport, PA",Smethport,PA,41.8071,-78.4435,"Smethport, PA"
"Chepachet, RI",Chepachet,RI,41.9105,-71.6653,"Chepachet, RI"
"Crownsville, MD",Crownsville,MD,39.0225,-76.5903,"Crownsville, MD"
"Fair Grove, MO",Fair Grove,MO,37.3833,-93.1522,"Fair Grove, MO"
"Zilwaukee, MI",Zilwaukee,MI,43.4809,-83.9223,"Zilwaukee, MI"
"Tariffville, CT",Tariffville,CT,41.9076,-72.7682,"Tariffville, CT"
"Hancock, MD",Hancock,MD,39.7054,-78.1749,"Hancock, MD"
"Contoocook, NH",Contoocook,NH,43.2232,-71.7129,"Contoocook, NH"
"Grandview Plaza, KS",Grandview Plaza,KS,39.0327,-96.793,"Grandview Plaza, KS"
"White Pigeon, MI",White Pigeon,MI,41.7977,-85.6486,"White Pigeon, MI"
"Stony Point, NC",Stony Point,NC,35.8669,-81.047,"Stony Point, NC"
"Mescal, AZ",Mescal,AZ,31.9675,-110.4368,"Mescal, AZ"
"Bangs, TX",Bangs,TX,31.7161,-99.1303,"Bangs, TX"
"Crugers, NY",Crugers,NY,41.2279,-73.926,"Crugers, NY"
"Lusk, WY",Lusk,WY,42.7612,-104.4583,"Lusk, WY"
"Edgewood, TX",Edgewood,TX,32.6947,-95.8833,"Edgewood, TX"
"Augusta, WI",Augusta,WI,44.6784,-91.1203,"Augusta, WI"
"Port Dickinson, NY",Port Dickinson,NY,42.1361,-75.8939,"Port Dickinson, NY"
"Rome, IL",Rome,IL,40.8754,-89.5129,"Rome, IL"
"Stratford, OK",Stratford,OK,34.7952,-96.9603,"Stratford, OK"
"Oronoco, MN",Oronoco,MN,44.1598,-92.5401,"Oronoco, MN"
"Big Pine, CA",Big Pine,CA,37.1655,-118.2952,"Big Pine, CA"
"Kremmling, CO",Kremmling,CO,40.0566,-106.3782,"Kremmling, CO"
"Quinlan, TX",Quinlan,TX,32.909,-96.1312,"Quinlan, TX"
"McConnellstown, PA",McConnellstown,PA,40.464,-78.0672,"McConnellstown, PA"
"Lake Caroline, VA",Lake Caroline,VA,37.9856,-77.5244,"Lake Caroline, VA"
"Watertown, TN",Watertown,TN,36.101,-86.1403,"Watertown, TN"
"Kerens, TX",Kerens,TX,32.1308,-96.2251,"Kerens, TX"
"Salisbury, MO",Salisbury,MO,39.4233,-92.8025,"Salisbury, MO"
"Apollo, PA",Apollo,PA,40.5849,-79.5648,"Apollo, PA"
"Meade, KS",Meade,KS,37.2836,-100.343,"Meade, KS"
"Fort Loramie, OH",Fort Loramie,OH,40.3442,-84.3696,"Fort Loramie, OH"
"Fairmount Heights, MD",Fairmount Heights,MD,38.9016,-76.9153,"Fairmount Heights, MD"
"Lac du Flambeau, WI",Lac du Flambeau,WI,45.9696,-89.8995,"Lac du Flambeau, WI"
"Salem, WV",Salem,WV,39.2849,-80.5645,"Salem, WV"
"Limestone, IL",Limestone,IL,41.1337,-87.9599,"Limestone, IL"
"Hawthorne, FL",Hawthorne,FL,29.5937,-82.0945,"Hawthorne, FL"
"Oak Hill, OH",Oak Hill,OH,38.8962,-82.5691,"Oak Hill, OH"
"Gordon, NE",Gordon,NE,42.8063,-102.2039,"Gordon, NE"
"East Brooklyn, CT",East Brooklyn,CT,41.7948,-71.8992,"East Brooklyn, CT"
